,고유번호,식당 이름,X,Y,도로명 주소,웹 주소,종류,별점,리뷰 개수,오픈 시간,마감 시간,해시 태그,리뷰
0,1952478679,명동교자 이태원점,126.990949104616,37.5308561175718,서울 용산구 녹사평대로 136,http://place.map.kakao.com/1952478679,분식,3.9,79,10:30,21:30,,"5 -  \ 4 -  \ 5 - 한결같이 맛있어요.. 콩국수 사계절 해주세요\ 5 -  \ 1 -  \ 5 -  \ 4 -  \ 5 -  \ 3 - 맛은 똑같은듯 다만 명동 본점들에 비하면 주문 후 음식이 너무 늦게 나온다\ 5 - 변함없음.\ 3 -  \ 5 - 멀리 명동에 갈 필요가 없습니다.\ 5 -  \ 3 -  \ 5 - 멀리 명동에 갈 필요가 없습니다.\ 5 -  \ 2 -  \ 5 - 자주 가는 편인데 늘 맛있고 특히 비오는 날, 쌀쌀한 날 먹으러 가면 너무 맛있게 먹고 나옵니당. 밥 사리 추가도 가능해서 양 많이 드시는 분들도 넉넉하게 드실 수 있어요 굿굿\ 1 - 이게 왜 미슐랭인지 모르겠음 그냥 마늘만 때려부은 맛인데… 귀신은 근처도 안올 것 같아서 다행임\ 2 - 홀이 아주아주 어수선하고 엉망진창입니다.. 편하게 밥먹으러 갔다가 기빨리고 기분만 잡치고 왔어요^^\ 4 - 맛있어요ㅠ 근데 저는 김치가 좀 별로더라구요.. 너무 알싸하다고 해야되나..??\ 4 -  \ 5 -  \ 5 -  \ 5 - 이제 멀리 명동에 갈 필요가 없습니다.\ 4 - 맛있어요\ 2 - 본점이랑 맛 굉장히 다름, 재방문 의사 없음\ 5 -  \ 4 - 칼국수에서 짜장면 맛 남. 근데 맛있음\ 3 -  \ 5 - 첫 명동교자 방문!! 비오는날 뜨끈한 칼국수 한그릇하고 갑니다 ㅎㅎ 그릇 치우고 음식 갖다주는 로봇이 있어서 매우 신기했어요..!\ 5 - 명동교자 본점만 7번 방문한 사람인데 앞으로는 여기 올 것 같아요 맛도 똑같고 훨씬 더 친절하고 훨씬더 위생적입니다 수저 깨끗한거 보고 깜짝 놀랐음 암튼 최고\ 5 -  \ 5 - 진짜 가면 맨날 싹싹 다 비워먹음\ 5 -  \ 5 -  \ 5 -  \ 5 -  \ 5 -  \ 1 - 평소 여기 김치맛이 좋아서 생각날때 자주 가는곳인데 오늘 서빙직원에게 김치 더달라고했다가 남기면 안된다고 핀잔듣고 엄청 기분 상했습니다. 워낙 유명한 브랜드라 손님들이 알아서 스스로 오는곳이지만 직원들이 손님을 이런식으로 대하면 사업 오래 못가는건 순식간입니다.\ 4 - 명동점보다 웨이팅도 없고 깔끔\ 5 - 칼국수, 여전히 맛있다~ 비빔국수랑 함께 먹으면 더 맛있다. ㅎㅎㅎ\ 4 - 용산구청에 주차하면 편해요\ 5 - 세월이 지나도 변함없는 내 기준 1등 맛집.\ 2 - 일하시는 여성분 엄청 불친절한데 맛은 있네요\ 5 - 존맛탱~ ㅎㅎ 명동 본점이랑 맛이 똑같아요. ^^ 앞으론 칼국수 땡길 때 좀 더 가까운 이태원점으로 가면 되겠네요. ㅎㅎ\ 4 - 나쁘지않음. 익숙한맛\ 5 - 변하지 않는 서울 1등 맛집\ 3 - 브레이크타임이 공지가 안되있어서 기다렷다가 먹었어요\ 4 - 입구 직원은 친절한데 계산하는 직원이 너무 불쾌합니다.. 반말로 시작해서 말투도 그렇고 계산하면서 태도도 기분 상하게 만드네요. 바쁜시간대도 아니었는데...\ 5 - 맛있음\ 5 -  \ 5 - 직원분들 친절하시고 맛도 좋음.\ 5 -  \ 5 -  \ 5 -  \ 5 - 일당백으로 서빙하시는 분 덕분에 친절한 식당이라고 느낌. 주차는 근처 용산구청에 했는데 평일 낮인데도 지하5층까지 내려갔다. 용산에 생겨서 명동까지 안 가도 되서 좋은데 강남쪽에도 생겼으면 좋겠다. 그리고 점심시간 지나서 한시만 넘어도 한산하다.\ 5 -  \ 5 -  \ 4 -  \ 1 - 종업원교육 개판인곳 ㅎㅎ   작년10월에 갔었는데 이제야 쓰네요  진짜 웃기는곳\ 4 -  \ 3 -  \ 2 - 칼국수, 김치의 맛은 명동하고 같습니다. 그런데 1층에서 서빙하는 여직원 한 분이 표정과 말투가 매우 냉랭해서 음식에 대한 기대감을 망쳤습니다. 사람도 많지 않은 평일 11시 조금 지났는데 불러도 알았다고 하고는 오지를 않습니다.\ 5 -  \ 5 -  \ 2 - 면이 불어서 나오고 분위기는 엉성해요..\ 1 - 명동 본점과 달리 주문해도 나오는 시간이 늦고 직원들도 엉성(?)하다  저번에는 직원들이 싸우고 있었다는..... 여기 올시간이나 본점 가는시간이나 비슷하시면 본점 가세요ㅋㅋㅋㅋ\ 3 -  \ 1 -  \ 5 -  \ 3 - 명동그집  명동보다 면이 불어나와서 아쉬웠지만 명동까지 안가고 먹을수있어서 좋다 명동보다 인테리어도 밝음\ 3 - 명동 본점과 크게다르지 않으나  먼가 아쉬운건 멀까요\ 1 -  \ 4 -  \ 1 -  \ 4 - 명동에 있는 곳보다 한적해서 좋았어요 그리고 리뷰들보면 짜서 별로라는 분들이 계셨는데 음 그닥 차이점은 모르겠어요! 저는 매우 만족ㅎㅎ\ 1 -  \ 2 -  \ "
1,1768894016,케이투원투,126.991790788504,37.5313066797626,서울 용산구 녹사평대로26길 36,http://place.map.kakao.com/1768894016,커피전문점,2.4,13,10:00,23:00,,"1 - 촌스러운느낌\ 1 -  \ 1 -  \ 2 - 팥빙수 별로에요\ 5 - 엄마가 태진아아저씨 너무 좋아 했어 여기에 꼭 모셔오고 싶어서 ~그른데말이야 운이 너무 좋은거 아니야 연예인을 세분을 봤더니 엄마가 자기 좋아 하는 가수를 보더니 감동의 눈물을 흘렀어 완전 소녀소녀 했어~세 분이 친절하고 센스 넘쳐 사진도 다 찍어주시고 싸인 앨범도 받았고 ~울 엄마가 넘 행복했어 2020에 최고에날이라고 하시네 ~~그리고 맛있는 브런치 까지 먹었어용~~~\ 4 -  \ 1 - 비엔나커피 먹었는데 내가먹은 비엔나중에 최악.. 심각합니다..\ 1 -  \ 1 -  \ 4 - 태진아를 볼수있다. 이태원에 몇 없는 주차가능카페. 장소가 넓고 꽃이 많다. 가격대가 있지만 나쁘지 않다. 식사메뉴도 괜찮고, 빙수 맛있게 먹음\ 1 - 음식값은 기본 2마넌선인데 알바 급여는 최저시급ㅋㅋ\ 5 - 화사한 꽃과 향기 그리고 태진아 사장님이 친절히 맞아주시네요~^^ 중년 여성분들에겐 좋은 명소가 될 듯\ 4 - 태진아 카페\ "
2,2056416131,남도마루,126.99125215008,37.5322220583784,서울 용산구 녹사평대로32길 59,http://place.map.kakao.com/2056416131,한정식,2.7,3,,,,2 -  \ 1 -  \ 5 -  \ 
3,27118749,포88,126.99168674258216,37.5309462719391,서울 용산구 녹사평대로26길 24,http://place.map.kakao.com/27118749,동남아음식,3.8,25,11:30,21:00,,"5 - 맛있어용 갈비밥 괜찮던데...\ 1 -  \ 1 -  \ 3 - 근처 있으면 가면됨. 찾아갈 맛은 아님.\ 3 -  \ 5 -  \ 1 - 옮기기전부터 다녔던 고객으로써 오랜만에 가서 먹었던 분짜의맛은 최악이였어요 주인이바뀐건지 분짜고기에서 잡내가나서 고기만 골라놓고 먹는데도 잡내가 같이올러오더군여 쌀국수는 포88의맛이 아니였는지 저의 입맛이 변한건지 국물도 탁한게 별로였습니다\ 5 - 맛있어오ㅠㅠ쪽파 더 달라해서 왕창 넣어먹었는데 너무 맛있어요ㅋㅋㅋ고수랑 단무지도 셀프라 편하게 갖다먹을 수 있어요\ 3 - 자주 가는 청송 식당 문 닫아서 들린 곳인데, 아무 기대 안 했지만, 아무 감동도 없었음. 내가 먹은 갈비밥이라는 거나 아내가 먹은 쌀국수나 우리 입맛엔 싱겁게 느껴졌음\ 5 -  \ 5 -  \ 5 - 맛 가격 굿\ 5 -  \ 5 - 쌀국수 갈비밥 다 만족. 배달시켜먹기도 좋음\ 4 -  \ 5 -  \ 4 - 싼 가격에 제법 맛있는 집!^^\ 5 -  \ 4 -  \ 3 -  \ 4 -  \ 5 - 반미\ 3 - 싼맛에\ 5 -  \ 2 -  \ "
4,571507707,브라이틀링카페,126.991175399502,37.530665122397,서울 용산구 녹사평대로 132,http://place.map.kakao.com/571507707,카페,4.7,9,10:00,21:00,,5 -  \ 5 - 최고의 서비스네요\ 5 -  \ 4 -  \ 5 - 브랄당 영원무궁토록 만세\ 5 - 분위기 좋아요\ 3 - 디저트들 다 맛있었는데 직원분이 좀더 상냥하셨으면 어땠을까 싶네요. 아버지가 혼자 가셔서 직원분께 디저트 추천을 부탁드렸는데 설명이 불친절했나봐요. 다 신라호텔 주방장이 만든거라고 하면서 뭘 묻냐는 식으로..? 아버지는 극구 괜찮다고 하셨지만 자녀로서 속상해서 리뷰 남겨봅니다ㅠㅠ\ 5 - 초코 사브레 쿠키인가 통에 든거 그거 진짜 대박맛나요\ 5 - 매장 인테리어가 감각적이에요. 직원분들이 친절하고 커피 맛도 좋아요.\ 
5,571459185,브라이틀링키친,126.991175399502,37.530665122397,서울 용산구 녹사평대로 132,http://place.map.kakao.com/571459185,이탈리안,5.0,3,12:00,22:00,#분위기좋은,5 - 브라이틀링은 세계 최고의 시계이며 가장 우수한 브랜드이다\ 5 - 다들 엄청 친절하시고 음식도 맛있어요! 사람도 북적이지 않아서 분위기 좋게 저녁식사 했습니다. 생각보다 양도 많아서 여자 둘이 채끝과 파스타 시켜서 엄청 배부르게 먹었네요:)\ 5 -  \ 
6,1610454880,우리곱창,126.991338295614,37.5308345227236,서울 용산구 녹사평대로26길 21,http://place.map.kakao.com/1610454880,"곱창,막창",4.1,22,14:00,02:00,,"1 -  \ 5 -  \ 4 -  \ 5 -  \ 5 - 우리 곱창! 드디어 최고의 맛집  찾았네요~~ 게다가 친절한 사장님과 서비스 굿굿^^ 다음 회식도 여기 입니다~강추\ 5 -  \ 5 - 직장선배 소개로 갔는데 진짜 맛있어요.  오랜만에 제대로된 곱창 먹었습니다 ㅋㅋ 또 먹고싶네요 ㅋㅋㅋ 사장님도 너무친절하세요^^\ 4 -  \ 5 - 살면서 먹은 곱창집 중에 제일 맛있었습니다! 모든 메뉴 하나씩 다 시켜봤는데 뭐 하나 빠짐없이 다 맛있어요. 크게 잘라주시는게 신의 한 수인듯! 잡내도 하나도 안났습니다. 선지 해장국은 국밥집해도 손색이 없을정도입니다. 볶음밥도 살짝 느끼한 와중에 싹싹 긁어먹었습니다. 사장님은 술매출 못 올려드린게 죄송할 정도로 친절하셨습니다!\ 4 - 위치가 별로라 사람이 없는거같다 위치만 좋았어도 웨이팅 많을법한 맛. 곱창도 좋고 선지국도 맛있음. 사장님도 친절\ 5 - 양 많고 곱창도 맛있어요. 재방문 의사 있어요\ 5 - 사장님 아래 경쟁업체한테 댓글작업 당하셨네여 ㅠ  잘먹었습니다~\ 1 -  \ 1 - 곱창이 이렇게까지 맛이 없을 수도 있군요. 미리 다 구워서 나오는 것도 (다른 곳에서는 겪어본 적이 없어서) 이상하고 양도 적고 곱도 없을 뿐더러 얼린 곱창인지 씹히지도 않아서 단 한점도 목으로 넘기지도 못하고 그냥 판에 올려지만 부추만 조금 먹다가 나왔습니다.\ 1 - 여기 가면 분위기 곱창납니다. 일행이랑 싸우고싶으면 가세요. 사진은 곱창 2인분입니다.\ 5 -  \ 5 -  \ 5 - 사장님 너무  친절하시고 곱창 대창 볶음밥 다!! 진짜 맛있었어요 ㅜㅜ 곱창 맛집에 엄격한 편인데 여기는 진짜 찐입니다~! 나만 알고 싶은 맛집 ㅜㅜㅜ 완전 추천이요\ 5 - 와악 너무 맛있어요ㅜㅜㅜㅜ!!사장님도 진짜 친절하세요\ 5 - 와 여기 진짜진짜진짜 맛있어요.... 재방문 의사 100% 곱창집 ㅠㅠㅠㅠ\ 5 -  \ 5 - 맛있지만 양껏 먹자니 가격이 부담되는건 현실. 가끔씩만 먹을 수 밖에없는 소곱창/대창/막창이라 먹을때 마다 맛있는데, 여긴 특히나 친절하기도 하고 깔끔하기도 하고 누린내도 없고 아몰라 길게 말해 뭐해! 그냥 맛있음.\ "
7,12089703,청송식당,126.9913066128882,37.53087416445748,서울 용산구 녹사평대로26길 21,http://place.map.kakao.com/12089703,한식,4.1,11,06:30,21:00,,2 -  \ 5 - 김치찌개\ 3 - 양적으로는 절대 부족할일 없습니다. 기본으로 주는 반찬 외에 셀프로 가져갈 수 있는 반찬코너까지 있습니다. 그렇다고 메인 음식이 양이 적은 것도 아닙니다. 3.5점드릴만한곳인것 같습니다.\ 5 - 메인요리든 반찬이든 다 맛있음\ 5 -  \ 5 - 여기 ㄹㅇ 찐 맛집... 아침에 갔는데 은근 사람 있었음 주 고객층이 아저씨들이라 리뷰가 없는거 뿐이지 백반먹고싶으면 여기가 짱인듯 김치찌개랑 제육먹었는데 김찌는 고기 크고 많고 맛있었음 반찬도 상추무침이 맛있음 전체적으로 거의 다 맛있음 사장님 친절하시고 굳굳\ 5 -  \ 5 -  \ 5 - 개맛잇늠\ 4 - 김치찌개 적극추천. 찌개에 고기를 아낌없이 넣으신듯..기본찬 구성도 맛도 훌륭함. 특히 계란말이안에 맛살을 넣어 맛도 식감도 좋아 세 번 먹음.\ 1 - 별 하나도 아까움. 밥 먹는 중에 손님 많이 오니까 자리 없다고 빨리 나가라 하고 왕재수\ 
8,16907091,고인돌,126.9913789804534,37.53121835228772,서울 용산구 녹사평대로 140,http://place.map.kakao.com/16907091,갈비,3.7,6,10:00,22:00,,3 - 맛은 괜찮은데 너무 비싸고 조금 불친절하네요…\ 5 - 맛있고 맛있음. 해장하려고 하면 꼭 여기가 생각 남\ 3 -  \ 4 -  \ 3 - 맛은 훌륭하나 가격이 사악함\ 4 - 식사메뉴를 거의 먹었는데 전반적으로 맛있음. 자리 깔끔하고 친절하심.\ 
9,11273120,중국관,126.99171841079183,37.53103637430244,서울 용산구 녹사평대로26길 26,http://place.map.kakao.com/11273120,중국요리,4.0,4,,,,3 -  \ 5 -  \ 5 - 조금 붐비긴 해도 맛은 있어요\ 3 -  \ 
